,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,engine_capacity(cc),Power_bhp,Seats,Price,Brand_name,Model_name
4917,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.25,Volkswagen,Polo
4918,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5.0,5.9,Honda,City
4919,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5.0,9.88,Maruti,Vitara
4920,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5.0,8.78,Hyundai,Elite
4921,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7.0,2.75,Tata,New
4922,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5.0,5.98,Nissan,Sunny
4923,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5.0,31.0,BMW,3
4924,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5.0,3.55,Toyota,Corolla
4925,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5.0,6.24,Hyundai,Verna
4926,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5.0,2.19,Maruti,Swift
4927,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5.0,5.5,Maruti,Dzire
4928,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5.0,2.1,Maruti,Alto
4929,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4.0,50.66,Jaguar,XJ
4930,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5.0,14.0,Mercedes-Benz,New
4931,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5.0,5.5,Hyundai,Verna
4932,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5.0,1.2,Chevrolet,Aveo
4933,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5.0,5.3,Maruti,Swift
4934,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5.0,6.3,Hyundai,Verna
4935,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5.0,40.47,Mercedes-Benz,GLC
4936,Delhi,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7.0,16.1,Toyota,Fortuner
4937,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5.0,25.0,Audi,Q5
4938,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5.0,7.95,BMW,3
4939,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5.0,2.65,Maruti,Alto
4940,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5.0,2.81,Maruti,Alto
4941,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5.0,17.5,Audi,A4
4942,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5.0,3.3,Maruti,Swift
4943,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5.0,5.34,Maruti,Wagon
4944,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5.0,8.5,Skoda,Rapid
4945,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5.0,2.69,Honda,Jazz
4946,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7.0,11.5,Mahindra,XUV500
4947,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5.0,4.06,Maruti,Ritz
4948,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5.0,49.0,Mercedes-Benz,GLE
4949,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5.0,4.6,Skoda,Rapid
4950,Delhi,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5.0,3.96,Hyundai,Grand
4951,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5.0,5.6,Hyundai,Elite
4952,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,Tata,Zest
4953,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5.0,5.5,Hyundai,i20
4954,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5.0,3.0,Skoda,Rapid
4955,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5.0,3.0,Fiat,Linea
4956,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5.0,2.95,Maruti,Swift
4957,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5.0,2.45,Tata,Indica
4958,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5.0,13.99,Mercedes-Benz,New
4959,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5.0,60.75,Mercedes-Benz,GLE
4960,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5.0,4.5,Honda,City
4961,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5.0,2.5,Hyundai,i20
4962,Chennai,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7.0,20.5,Toyota,Fortuner
4963,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5.0,3.9,Hyundai,Grand
4964,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5.0,3.5,Volkswagen,Jetta
4965,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5.0,8.3,Ford,EcoSport
4966,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai,EON
4967,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5.0,2.65,Nissan,Micra
4968,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5.0,7.42,Honda,Jazz
4969,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5.0,4.63,Volkswagen,Polo
4970,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5.0,1.09,Maruti,Alto
4971,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5.0,3.8,Hyundai,Verna
4972,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5.0,15.75,Mercedes-Benz,E-Class
4973,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5.0,5.27,Tata,Zest
4974,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5.0,2.75,Honda,Brio
4975,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5.0,7.4,Honda,Jazz
4976,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5.0,3.9,Maruti,Alto
4977,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5.0,0.7,Maruti,Zen
4978,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5.0,5.9,Hyundai,i20
4979,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5.0,9.58,Maruti,SX4
4980,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5.0,24.95,Mercedes-Benz,E-Class
4981,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7.0,4.29,Chevrolet,Enjoy
4982,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5.0,11.5,Mercedes-Benz,E-Class
4983,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7.0,9.65,Mahindra,XUV500
4984,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.75,Hyundai,i10
4985,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5.0,1.1,Hyundai,Getz
4986,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7.0,31.41,Audi,Q7
4987,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8.0,6.0,Mahindra,Scorpio
4988,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5.0,5.55,Honda,Jazz
4989,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7.0,10.91,Tata,Safari
4990,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.25,Mahindra,XUV500
4991,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5.0,3.9,Volkswagen,Polo
4992,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5.0,3.95,Maruti,Swift
4993,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5.0,22.0,Audi,Q3
4994,Delhi,2014,21701,Petrol,Manual,First,23.1,998,67.04,5.0,3.38,Maruti,Celerio
4995,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,3.45,Honda,City
4996,Delhi,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,Hyundai,i20
4997,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5.0,2.75,Renault,KWID
4998,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143,136.0,5.0,30.3,Mercedes-Benz,CLA
4999,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5.0,7.5,Ford,Ecosport
5000,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5.0,6.87,Hyundai,i20
5001,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7.0,15.2,Toyota,Innova
5002,Chennai,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5.0,3.5,Nissan,Sunny
5003,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.85,Maruti,Swift
5004,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998,66.1,5.0,2.5,Maruti,A-Star
5005,Pune,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5.0,3.95,Maruti,Swift
5006,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143,136.0,5.0,27.0,Mercedes-Benz,CLA
5007,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7.0,6.75,Maruti,Ertiga
5008,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.5,Maruti,Wagon
5009,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5.0,3.9,Volkswagen,Polo
5010,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5.0,6.55,Ford,Ecosport
5011,Kochi,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5.0,9.44,Honda,City
5012,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5.0,10.77,Toyota,Corolla
5013,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.5,Mahindra,XUV500
5014,Kolkata,2016,4000,Petrol,Manual,First,24.7,796,47.3,5.0,3.0,Maruti,Alto
5015,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993,265.0,5.0,11.75,BMW,5
5016,Kochi,2016,29832,Petrol,Manual,First,21.1,814,55.2,5.0,3.29,Hyundai,EON
5017,Chennai,2016,71156,Diesel,Manual,First,26.59,1248,74.0,5.0,6.5,Maruti,Swift
5018,Delhi,2015,64687,CNG,Manual,First,42.9165,998,58.33,5.0,3.8,Maruti,Celerio
5019,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5.0,18.0,Audi,A4
5020,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,4.95,Skoda,Superb
5021,Kochi,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5.0,4.52,Tata,Zest
5022,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149,139.07,7.0,8.0,Force,One
5023,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5.0,6.26,Honda,City
5024,Chennai,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5.0,7.5,Nissan,Sunny
5025,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5.0,3.35,Volkswagen,Vento
5026,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5.0,5.5,Hyundai,Verna
5027,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582,126.2,5.0,5.25,Hyundai,Verna
5028,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968,140.0,5.0,16.25,Audi,A4
5029,Delhi,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.7,Maruti,SX4
5030,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198,158.0,7.0,32.9,Ford,Endeavour
5031,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197,83.11,5.0,3.41,Maruti,Swift
5032,Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.15,Hyundai,Grand
5033,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5.0,5.9,Volkswagen,Polo
5034,Pune,2012,100000,Petrol,Automatic,First,10.0,2496,157.7,5.0,11.5,Mercedes-Benz,E-Class
5035,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.75,Hyundai,i20
5036,Chennai,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5.0,3.5,Maruti,Alto
5037,Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7.0,7.25,Maruti,Ertiga
5038,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5.0,4.35,Maruti,Celerio
5039,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67.0,5.0,4.99,Renault,KWID
5040,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120.0,8.0,7.65,Mahindra,Scorpio
5041,Chennai,2011,200000,Diesel,Manual,First,12.8,2494,102.0,7.0,9.0,Toyota,Innova
5042,Chennai,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5.0,6.9,Volkswagen,Polo
5043,Chennai,2011,56500,Diesel,Manual,First,20.0,1399,68.0,5.0,2.9,Ford,Figo
5044,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5.0,5.75,Nissan,Terrano
5045,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200,139.01,7.0,8.0,Force,One
5046,Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67.0,5.0,4.41,Renault,KWID
5047,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5.0,4.95,Skoda,Rapid
5048,Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179,140.0,7.0,14.4,Mahindra,XUV500
5049,Chennai,2012,82000,Diesel,Manual,First,20.0,1399,68.05,5.0,2.95,Ford,Figo
5050,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7.0,8.14,Mahindra,Bolero
5051,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5.0,8.45,Volkswagen,Vento
5052,Pune,2015,77000,Diesel,Manual,First,12.99,2494,100.0,8.0,12.5,Toyota,Innova
5053,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140.0,7.0,6.5,Mahindra,XUV500
5054,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499,110.0,5.0,7.72,Ford,Ecosport
5055,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5.0,8.0,Volkswagen,Jetta
5056,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179,138.0,7.0,3.0,Tata,New
5057,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245.0,4.0,29.0,BMW,3
5058,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198,74.0,5.0,4.11,Volkswagen,Polo
5059,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5.0,5.37,Hyundai,i20
5060,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7.0,6.55,Maruti,Ertiga
5061,Chennai,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5.0,7.0,Honda,City
5062,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.48,Honda,City
5063,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5.0,6.51,Volkswagen,Jetta
5064,Pune,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5.0,5.15,Honda,Amaze
5065,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179,140.0,7.0,9.0,Mahindra,XUV500
5066,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5.0,2.75,Toyota,Corolla
5067,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190.0,5.0,12.5,BMW,3
5068,Kochi,2017,63423,Diesel,Manual,First,23.0,1498,98.96,5.0,7.69,Ford,EcoSport
5069,Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5.0,4.57,Hyundai,i20
5070,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118.0,5.0,4.5,Honda,City
5071,Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5.0,4.9,Maruti,Ritz
5072,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5.0,1.65,Hyundai,i10
5073,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5.0,3.25,Chevrolet,Sail
5074,Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5.0,6.25,Hyundai,Verna
5075,Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5.0,12.13,Hyundai,Creta
5076,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5.0,3.25,Chevrolet,Sail
5077,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5.0,29.0,Audi,Q5
5078,Kochi,2013,50266,Petrol,Manual,First,17.0,1497,118.0,5.0,5.53,Honda,City
5079,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497,121.36,5.0,8.75,Ford,EcoSport
5080,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,37.9,Audi,Q7
5081,Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.4,Hyundai,i10
5082,Chennai,2014,41681,Petrol,Manual,First,17.0,1197,80.0,5.0,4.55,Hyundai,i20
5083,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5.0,2.65,Maruti,Swift
5084,Pune,2017,49000,Diesel,Manual,Second,25.0,1396,69.0,5.0,1.6,Tata,Indica
5085,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235.0,5.0,25.72,BMW,5
5086,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.15,Maruti,Swift
5087,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194,94.68,5.0,7.23,Ford,Freestyle
5088,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5.0,2.6,Hyundai,Verna
5089,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,7.25,BMW,3
5090,Kochi,2017,33901,Diesel,Manual,First,12.8,2494,102.0,8.0,14.29,Toyota,Innova
5091,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204.0,5.0,17.25,Mercedes-Benz,New
5092,Pune,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5.0,7.5,Hyundai,Elantra
5093,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,Maruti,Ritz
5094,Pune,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5.0,8.9,Maruti,Vitara
5095,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197,82.0,5.0,3.5,Hyundai,Xcent
5096,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498,98.6,5.0,6.1,Honda,City
5097,Mumbai,2016,8554,Petrol,Manual,First,25.17,799,53.3,5.0,3.2,Renault,KWID
5098,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5.0,4.9,Toyota,Etios
5099,Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5.0,3.69,Maruti,Alto
5100,Chennai,2016,5400,Petrol,Manual,First,23.84,1199,84.0,5.0,3.98,Tata,Tiago
5101,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90.0,5.0,2.95,Hyundai,i20
5102,Kochi,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5.0,15.21,Audi,A4
5103,Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248,74.0,5.0,6.3,Maruti,Swift
5104,Kochi,2017,14576,Petrol,Manual,First,17.0,1198,73.75,5.0,6.69,Volkswagen,Ameo
5105,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.5,Honda,BRV
5106,Mumbai,2009,28000,Petrol,Manual,First,17.0,1197,80.0,5.0,2.65,Hyundai,i20
5107,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7.0,7.5,Hyundai,Santa
5108,Kochi,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5.0,5.63,Maruti,Celerio
5109,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5.0,11.78,Hyundai,Creta
5110,Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5.0,0.85,Tata,Indica
5111,Mumbai,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5.0,3.35,Volkswagen,Vento
5112,Kochi,2015,60586,Petrol,Manual,First,23.1,998,67.04,5.0,4.11,Maruti,Celerio
5113,Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143,136.0,5.0,25.51,Mercedes-Benz,CLA
5114,Jaipur,2017,30000,Petrol,Manual,First,22.74,796,47.3,5.0,3.1,Maruti,Alto
5115,Delhi,2018,12000,Diesel,Automatic,First,10.91,3198,197.0,7.0,33.5,Ford,Endeavour
5116,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5.0,4.8,Tata,Zest
5117,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5.0,3.49,Volkswagen,Vento
5118,Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7.0,5.15,Maruti,Ertiga
5119,Mumbai,2011,100000,Diesel,Automatic,First,14.0,2987,224.0,5.0,14.41,Mercedes-Benz,M-Class
5120,Mumbai,2014,13710,Petrol,Manual,First,16.2,1199,74.0,5.0,4.75,Volkswagen,Polo
5121,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7.0,19.0,Toyota,Fortuner
5122,Hyderabad,2017,17000,Petrol,Manual,First,23.1,998,67.04,5.0,4.9,Maruti,Celerio
5123,Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995,181.0,4.0,6.3,BMW,3
5124,Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497,100.0,5.0,2.4,Honda,City
5125,Pune,2009,97000,Petrol,Manual,First,13.17,1999,114.0,5.0,3.0,Mitsubishi,Cedia
5126,Delhi,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5.0,4.25,Renault,Pulse
5127,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498,88.0,5.0,6.3,Volkswagen,Polo
5128,Kochi,2018,43639,Petrol,Manual,First,21.1,998,100.0,5.0,8.15,Maruti,Baleno
5129,Kochi,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5.0,3.22,Hyundai,i10
5130,Kochi,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5.0,7.65,Hyundai,i20
5131,Delhi,2011,25000,Petrol,Automatic,First,10.37,2979,306.0,2.0,30.0,BMW,Z4
5132,Pune,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.3,Hyundai,i10
5133,Delhi,2012,18000,Petrol,Automatic,First,13.6,1598,181.0,4.0,22.0,Mini,Cooper
5134,Pune,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5.0,3.28,Honda,Brio
5135,Kochi,2016,25418,Petrol,Manual,First,20.73,1373,91.2,5.0,7.09,Maruti,Ciaz
5136,Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5.0,6.46,Maruti,Swift
5137,Chennai,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.0,Volkswagen,Polo
5138,Delhi,2011,72000,Diesel,Automatic,First,17.05,1995,184.0,5.0,11.0,BMW,X1
5139,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7.0,49.79,Audi,Q7
5140,Kolkata,2015,4311,Diesel,Manual,First,25.83,1498,99.0,5.0,4.8,Ford,Figo
5141,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995,190.0,5.0,35.0,BMW,3
5142,Bangalore,2011,54000,Diesel,Automatic,First,14.0,2987,224.0,5.0,21.99,Mercedes-Benz,M-Class
5143,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061,64.0,5.0,1.1,Maruti,Wagon
5144,Delhi,2018,13000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.6,Maruti,Baleno
5145,Pune,2013,74000,Petrol,Manual,First,22.0,1197,81.8,5.0,4.5,Maruti,Dzire
5146,Pune,2009,75000,Petrol,Manual,Second,14.7,1150,76.0,5.0,1.0,Chevrolet,Aveo
5147,Chennai,2017,25000,Diesel,Manual,First,20.14,1498,88.0,5.0,6.9,Volkswagen,Polo
5148,Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5.0,25.49,Audi,Q5
5149,Chennai,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5.0,35.5,Audi,A6
5150,Kochi,2018,32663,Diesel,Manual,First,24.0,1186,73.97,5.0,6.28,Hyundai,Grand
5151,Delhi,2012,76777,Diesel,Manual,Second,12.05,2179,120.0,8.0,4.88,Mahindra,Scorpio
5152,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248,74.0,5.0,3.7,Tata,Bolt
5153,Kochi,2015,43993,Petrol,Manual,First,21.1,814,55.2,5.0,3.45,Hyundai,EON
5154,Kochi,2016,72118,Diesel,Manual,First,15.4,2179,120.0,8.0,10.23,Mahindra,Scorpio
5155,Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354,142.0,5.0,6.5,Honda,Accord
5156,Mumbai,2016,7523,Petrol,Manual,First,16.2,1199,74.0,5.0,6.15,Volkswagen,Polo
5157,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196,73.0,7.0,2.9,Maruti,Eeco
5158,Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,Hyundai,Grand
5159,Chennai,2017,17000,Diesel,Automatic,First,10.91,3198,197.0,7.0,31.0,Ford,Endeavour
5160,Delhi,2015,59261,Diesel,Manual,First,24.0,1186,73.97,5.0,4.25,Hyundai,Grand
5161,Kochi,2016,65210,Diesel,Manual,First,22.9,1248,74.0,5.0,5.48,Maruti,Swift
5162,Bangalore,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5.0,7.25,Hyundai,i20
5163,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5.0,3.0,Maruti,Swift
5164,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995,190.0,5.0,29.5,BMW,3
5165,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497,78.0,5.0,1.49,Honda,City
5166,Pune,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.65,Hyundai,i10
5167,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498,98.96,5.0,10.9,Ford,Ecosport
5168,Bangalore,2015,48808,Petrol,Manual,First,23.1,998,67.04,5.0,4.3,Maruti,Celerio
5169,Pune,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7.0,6.11,Maruti,Ertiga
5170,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494,102.0,8.0,15.5,Toyota,Innova
5171,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5.0,6.9,Honda,City
